long_threshold,short_threshold,min_confidence,min_position,trades,coverage,cumulative_return,annualized_return,annualized_volatility,sharpe,max_drawdown,hit_rate,benchmark_symbol,benchmark_cumulative_return,excess_return,alpha,beta,information_ratio,objective_score
0.1,0.05,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.1,0.05,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.1,0.1,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.1,0.1,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.1,0.1,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.1,0.2,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.1,0.2,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.1,0.2,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.1,0.25,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.1,0.25,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.1,0.25,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.05,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.05,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.05,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.1,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.1,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.1,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.2,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.2,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.2,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.25,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.25,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.2,0.25,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.05,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.05,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.05,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.1,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.1,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.1,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.2,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.2,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.2,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.25,0.5,0.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.25,0.5,1.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.25,0.5,10.0,10,0.12658227848101267,-0.0006277675339929623,-0.0020011228627608846,0.009249136309440544,-2.374313875208801,-0.003554678174053416,0.05063291139240506,sh000300,0.032168077338428525,-0.03279584487242149,-0.022203428981069043,0.002609821202597057,-0.7394866170606227,-1.3487232696212283
0.25,0.05,0.1,10.0,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.05063291139240506,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628,-1.3785566416026522
0.25,0.05,0.3,10.0,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.05063291139240506,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628,-1.3785566416026522
0.25,0.1,0.1,10.0,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.05063291139240506,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628,-1.3785566416026522
0.25,0.1,0.3,10.0,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.05063291139240506,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628,-1.3785566416026522
0.25,0.2,0.1,0.0,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.05063291139240506,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628,-1.3785566416026522
0.25,0.2,0.1,1.0,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.05063291139240506,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628,-1.3785566416026522
0.25,0.2,0.1,10.0,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.05063291139240506,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628,-1.3785566416026522
0.25,0.2,0.3,0.0,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.05063291139240506,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628,-1.3785566416026522
0.25,0.2,0.3,1.0,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.05063291139240506,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628,-1.3785566416026522
