symbol,trades,coverage,cumulative_return,annualized_return,annualized_volatility,sharpe,max_drawdown,hit_rate,benchmark_symbol,benchmark_cumulative_return,excess_return,alpha,beta,information_ratio
sz000001,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.36363636363636365,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628
PORTFOLIO,11,0.13924050632911392,-0.0008698300124453384,-0.0027720059474288794,0.009258470487727174,-2.455371694831318,-0.003554678174053527,0.05063291139240506,sh000300,0.032168077338428525,-0.03303790735087386,-0.022971914791538078,0.0025652868355834748,-0.7444151672651628
